"tag" "date" "stage" "origin" "fork_length_mm" "action"
"1185" "1185" 2022-05-10 "facility" "hatch" NA "tag"
"1186" "1186" 2022-05-10 "facility" "hatch" NA "tag"
"1187" "1187" 2022-05-10 "facility" "hatch" NA "tag"
"1188" "1188" 2022-05-10 "facility" "hatch" NA "tag"
"1189" "1189" 2022-05-10 "facility" "hatch" NA "tag"
"1190" "1190" 2022-05-10 "facility" "hatch" NA "tag"
"1191" "1191" 2022-05-10 "facility" "hatch" NA "tag"
"1192" "1192" 2022-05-10 "facility" "hatch" NA "tag"
"1193" "1193" 2022-05-10 "facility" "hatch" NA "tag"
"1194" "1194" 2022-05-10 "facility" "hatch" NA "tag"
"1195" "1195" 2022-05-10 "facility" "hatch" NA "tag"
"1196" "1196" 2022-05-10 "facility" "hatch" NA "tag"
"1197" "1197" 2022-05-10 "facility" "hatch" NA "tag"
"1198" "1198" 2022-05-10 "facility" "hatch" NA "tag"
"1199" "1199" 2022-05-10 "facility" "hatch" NA "tag"
"1200" "1200" 2022-05-10 "facility" "hatch" NA "tag"
"1201" "1201" 2022-05-10 "facility" "hatch" NA "tag"
"1202" "1202" 2022-05-10 "facility" "hatch" NA "tag"
"1203" "1203" 2022-05-10 "facility" "hatch" NA "tag"
"1204" "1204" 2022-05-10 "facility" "hatch" NA "tag"
"1205" "1205" 2022-05-10 "facility" "hatch" NA "tag"
"1206" "1206" 2022-05-10 "facility" "hatch" NA "tag"
"1207" "1207" 2022-05-10 "facility" "hatch" NA "tag"
"1208" "1208" 2022-05-10 "facility" "hatch" NA "tag"
"1209" "1209" 2022-05-10 "facility" "hatch" NA "tag"
"1210" "1210" 2022-05-10 "facility" "hatch" NA "tag"
"1211" "1211" 2022-05-10 "facility" "hatch" NA "tag"
"1212" "1212" 2022-05-10 "facility" "hatch" NA "tag"
"1213" "1213" 2022-05-10 "facility" "hatch" NA "tag"
"1214" "1214" 2022-05-10 "facility" "hatch" NA "tag"
"1215" "1215" 2022-05-10 "facility" "hatch" NA "tag"
"1216" "1216" 2022-05-10 "facility" "hatch" NA "tag"
"1217" "1217" 2022-05-10 "facility" "hatch" NA "tag"
"1218" "1218" 2022-05-10 "facility" "hatch" NA "tag"
"1219" "1219" 2022-05-10 "facility" "hatch" NA "tag"
"1220" "1220" 2022-05-10 "facility" "hatch" NA "tag"
"1221" "1221" 2022-05-10 "facility" "hatch" NA "tag"
"1222" "1222" 2022-05-10 "facility" "hatch" NA "tag"
"1223" "1223" 2022-05-10 "facility" "hatch" NA "tag"
"1224" "1224" 2022-05-10 "facility" "hatch" NA "tag"
"1225" "1225" 2022-05-10 "facility" "hatch" NA "tag"
"1226" "1226" 2022-05-10 "facility" "hatch" NA "tag"
"1227" "1227" 2022-05-10 "facility" "hatch" NA "tag"
"1228" "1228" 2022-05-10 "facility" "hatch" NA "tag"
"1229" "1229" 2022-05-10 "facility" "hatch" NA "tag"
"1230" "1230" 2022-05-10 "facility" "hatch" NA "tag"
"1231" "1231" 2022-05-10 "facility" "hatch" NA "tag"
"1232" "1232" 2022-05-10 "facility" "hatch" NA "tag"
"1233" "1233" 2022-05-10 "facility" "hatch" NA "tag"
"1234" "1234" 2022-05-10 "facility" "hatch" NA "tag"
"1235" "1235" 2022-05-10 "facility" "hatch" NA "tag"
"1236" "1236" 2022-05-10 "facility" "hatch" NA "tag"
"1237" "1237" 2022-05-10 "facility" "hatch" NA "tag"
"1238" "1238" 2022-05-10 "facility" "hatch" NA "tag"
"1239" "1239" 2022-05-10 "facility" "hatch" NA "tag"
"1240" "1240" 2022-05-10 "facility" "hatch" NA "tag"
"1241" "1241" 2022-05-10 "facility" "hatch" NA "tag"
"1242" "1242" 2022-05-10 "facility" "hatch" NA "tag"
"1243" "1243" 2022-05-10 "facility" "hatch" NA "tag"
"1244" "1244" 2022-05-10 "facility" "hatch" NA "tag"
"1245" "1245" 2022-05-10 "facility" "hatch" NA "tag"
"1246" "1246" 2022-05-10 "facility" "hatch" NA "tag"
"1247" "1247" 2022-05-10 "facility" "hatch" NA "tag"
"1248" "1248" 2022-05-10 "facility" "hatch" NA "tag"
"1249" "1249" 2022-05-10 "facility" "hatch" NA "tag"
"1250" "1250" 2022-05-10 "facility" "hatch" NA "tag"
"1251" "1251" 2022-05-10 "facility" "hatch" NA "tag"
"1252" "1252" 2022-05-10 "facility" "hatch" NA "tag"
"1253" "1253" 2022-05-10 "facility" "hatch" NA "tag"
"1254" "1254" 2022-05-10 "facility" "hatch" NA "tag"
"1255" "1255" 2022-05-10 "facility" "hatch" NA "tag"
"1256" "1256" 2022-05-10 "facility" "hatch" NA "tag"
"1257" "1257" 2022-05-10 "facility" "hatch" NA "tag"
"1258" "1258" 2022-05-10 "facility" "hatch" NA "tag"
"1259" "1259" 2022-05-10 "facility" "hatch" NA "tag"
"1260" "1260" 2022-05-10 "facility" "hatch" NA "tag"
"1261" "1261" 2022-05-10 "facility" "hatch" NA "tag"
"1262" "1262" 2022-05-10 "facility" "hatch" NA "tag"
"1263" "1263" 2022-05-10 "facility" "hatch" NA "tag"
"1264" "1264" 2022-05-10 "facility" "hatch" NA "tag"
"1265" "1265" 2022-05-10 "facility" "hatch" NA "tag"
"1266" "1266" 2022-05-10 "facility" "hatch" NA "tag"
"1267" "1267" 2022-05-10 "facility" "hatch" NA "tag"
"1268" "1268" 2022-05-10 "facility" "hatch" NA "tag"
"1269" "1269" 2022-05-10 "facility" "hatch" NA "tag"
"1270" "1270" 2022-05-10 "facility" "hatch" NA "tag"
"1271" "1271" 2022-05-10 "facility" "hatch" NA "tag"
"1272" "1272" 2022-05-10 "facility" "hatch" NA "tag"
"1273" "1273" 2022-05-10 "facility" "hatch" NA "tag"
"1274" "1274" 2022-05-10 "facility" "hatch" NA "tag"
"1275" "1275" 2022-05-10 "facility" "hatch" NA "tag"
"1276" "1276" 2022-05-10 "facility" "hatch" NA "tag"
"1277" "1277" 2022-05-10 "facility" "hatch" NA "tag"
"1278" "1278" 2022-05-10 "facility" "hatch" NA "tag"
"1279" "1279" 2022-05-10 "facility" "hatch" NA "tag"
"1280" "1280" 2022-05-10 "facility" "hatch" NA "tag"
"1281" "1281" 2022-05-10 "facility" "hatch" NA "tag"
"1282" "1282" 2022-05-10 "facility" "hatch" NA "tag"
"1283" "1283" 2022-05-10 "facility" "hatch" NA "tag"
"1284" "1284" 2022-05-10 "facility" "hatch" NA "tag"
"1285" "1285" 2022-05-10 "facility" "hatch" NA "tag"
"1286" "1286" 2022-05-10 "facility" "hatch" NA "tag"
"1287" "1287" 2022-05-10 "facility" "hatch" NA "tag"
"1288" "1288" 2022-05-10 "facility" "hatch" NA "tag"
"1289" "1289" 2022-05-10 "facility" "hatch" NA "tag"
"1290" "1290" 2022-05-10 "facility" "hatch" NA "tag"
"1291" "1291" 2022-05-10 "facility" "hatch" NA "tag"
"1292" "1292" 2022-05-10 "facility" "hatch" NA "tag"
"1293" "1293" 2022-05-10 "facility" "hatch" NA "tag"
"1294" "1294" 2022-05-10 "facility" "hatch" NA "tag"
"1295" "1295" 2022-05-10 "facility" "hatch" NA "tag"
"1296" "1296" 2022-05-10 "facility" "hatch" NA "tag"
"1297" "1297" 2022-05-10 "facility" "hatch" NA "tag"
"1298" "1298" 2022-05-10 "facility" "hatch" NA "tag"
"1299" "1299" 2022-05-10 "facility" "hatch" NA "tag"
"1300" "1300" 2022-05-10 "facility" "hatch" NA "tag"
"1301" "1301" 2022-05-10 "facility" "hatch" NA "tag"
"1302" "1302" 2022-05-10 "facility" "hatch" NA "tag"
"1303" "1303" 2022-05-10 "facility" "hatch" NA "tag"
"1304" "1304" 2022-05-10 "facility" "hatch" NA "tag"
"1305" "1305" 2022-05-10 "facility" "hatch" NA "tag"
"1306" "1306" 2022-05-10 "facility" "hatch" NA "tag"
"1307" "1307" 2022-05-10 "facility" "hatch" NA "tag"
"1308" "1308" 2022-05-10 "facility" "hatch" NA "tag"
"1309" "1309" 2022-05-10 "facility" "hatch" NA "tag"
"1310" "1310" 2022-05-10 "facility" "hatch" NA "tag"
"1311" "1311" 2022-05-10 "facility" "hatch" NA "tag"
"1312" "1312" 2022-05-10 "facility" "hatch" NA "tag"
"1313" "1313" 2022-05-10 "facility" "hatch" NA "tag"
"1314" "1314" 2022-05-10 "facility" "hatch" NA "tag"
"1315" "1315" 2022-05-10 "facility" "hatch" NA "tag"
"1316" "1316" 2022-05-10 "facility" "hatch" NA "tag"
"1317" "1317" 2022-05-10 "facility" "hatch" NA "tag"
"1318" "1318" 2022-05-10 "facility" "hatch" NA "tag"
"1319" "1319" 2022-05-10 "facility" "hatch" NA "tag"
"1320" "1320" 2022-05-10 "facility" "hatch" NA "tag"
"1321" "1321" 2022-05-10 "facility" "hatch" NA "tag"
"1322" "1322" 2022-05-10 "facility" "hatch" NA "tag"
"1323" "1323" 2022-05-10 "facility" "hatch" NA "tag"
"1324" "1324" 2022-05-10 "facility" "hatch" NA "tag"
"1325" "1325" 2022-05-10 "facility" "hatch" NA "tag"
"1326" "1326" 2022-05-10 "facility" "hatch" NA "tag"
"1327" "1327" 2022-05-10 "facility" "hatch" NA "tag"
"1328" "1328" 2022-05-10 "facility" "hatch" NA "tag"
"1329" "1329" 2022-05-10 "facility" "hatch" NA "tag"
"1330" "1330" 2022-05-10 "facility" "hatch" NA "tag"
"1331" "1331" 2022-05-10 "facility" "hatch" NA "tag"
"1332" "1332" 2022-05-10 "facility" "hatch" NA "tag"
"1333" "1333" 2022-05-10 "facility" "hatch" NA "tag"
"1334" "1334" 2022-05-10 "facility" "hatch" NA "tag"
"1335" "1335" 2022-05-10 "facility" "hatch" NA "tag"
"1336" "1336" 2022-05-10 "facility" "hatch" NA "tag"
"1337" "1337" 2022-05-10 "facility" "hatch" NA "tag"
"1338" "1338" 2022-05-10 "facility" "hatch" NA "tag"
"1339" "1339" 2022-05-10 "facility" "hatch" NA "tag"
"1340" "1340" 2022-05-10 "facility" "hatch" NA "tag"
"1341" "1341" 2022-05-10 "facility" "hatch" NA "tag"
"1342" "1342" 2022-05-10 "facility" "hatch" NA "tag"
"1343" "1343" 2022-05-10 "facility" "hatch" NA "tag"
"1344" "1344" 2022-05-10 "facility" "hatch" NA "tag"
"1345" "1345" 2022-05-10 "facility" "hatch" NA "tag"
"1346" "1346" 2022-05-10 "facility" "hatch" NA "tag"
"1347" "1347" 2022-05-10 "facility" "hatch" NA "tag"
"1348" "1348" 2022-05-10 "facility" "hatch" NA "tag"
"1349" "1349" 2022-05-10 "facility" "hatch" NA "tag"
"1350" "1350" 2022-05-10 "facility" "hatch" NA "tag"
"1351" "1351" 2022-05-10 "facility" "hatch" NA "tag"
"1352" "1352" 2022-05-10 "facility" "hatch" NA "tag"
"1353" "1353" 2022-05-10 "facility" "hatch" NA "tag"
"1354" "1354" 2022-05-10 "facility" "hatch" NA "tag"
"1355" "1355" 2022-05-10 "facility" "hatch" NA "tag"
"1356" "1356" 2022-05-10 "facility" "hatch" NA "tag"
"1357" "1357" 2022-05-10 "facility" "hatch" NA "tag"
"1358" "1358" 2022-05-10 "facility" "hatch" NA "tag"
"1359" "1359" 2022-05-10 "facility" "hatch" NA "tag"
"1360" "1360" 2022-05-10 "facility" "hatch" NA "tag"
"1361" "1361" 2022-05-10 "facility" "hatch" NA "tag"
"1362" "1362" 2022-05-10 "facility" "hatch" NA "tag"
"1363" "1363" 2022-05-10 "facility" "hatch" NA "tag"
"1364" "1364" 2022-05-10 "facility" "hatch" NA "tag"
"1365" "1365" 2022-05-10 "facility" "hatch" NA "tag"
"1366" "1366" 2022-05-10 "facility" "hatch" NA "tag"
"1367" "1367" 2022-05-10 "facility" "hatch" NA "tag"
"1368" "1368" 2022-05-10 "facility" "hatch" NA "tag"
"1369" "1369" 2022-05-10 "facility" "hatch" NA "tag"
"1370" "1370" 2022-05-10 "facility" "hatch" NA "tag"
"1371" "1371" 2022-05-10 "facility" "hatch" NA "tag"
"1372" "1372" 2022-05-10 "facility" "hatch" NA "tag"
"1373" "1373" 2022-05-10 "facility" "hatch" NA "tag"
"1374" "1374" 2022-05-10 "facility" "hatch" NA "tag"
"1375" "1375" 2022-05-10 "facility" "hatch" NA "tag"
"1376" "1376" 2022-05-10 "facility" "hatch" NA "tag"
"1377" "1377" 2022-05-10 "facility" "hatch" NA "tag"
"1378" "1378" 2022-05-10 "facility" "hatch" NA "tag"
"1379" "1379" 2022-05-10 "facility" "hatch" NA "tag"
"1380" "1380" 2022-05-10 "facility" "hatch" NA "tag"
"1381" "1381" 2022-05-10 "facility" "hatch" NA "tag"
"1382" "1382" 2022-05-10 "facility" "hatch" NA "tag"
"1383" "1383" 2022-05-10 "facility" "hatch" NA "tag"
"1384" "1384" 2022-05-10 "facility" "hatch" NA "tag"
"1385" "1385" 2022-05-10 "facility" "hatch" NA "tag"
"1386" "1386" 2022-05-10 "facility" "hatch" NA "tag"
"1387" "1387" 2022-05-10 "facility" "hatch" NA "tag"
"1388" "1388" 2022-05-10 "facility" "hatch" NA "tag"
"1389" "1389" 2022-05-10 "facility" "hatch" NA "tag"
"1390" "1390" 2022-05-10 "facility" "hatch" NA "tag"
"1391" "1391" 2022-05-10 "facility" "hatch" NA "tag"
"1392" "1392" 2022-05-10 "facility" "hatch" NA "tag"
"1393" "1393" 2022-05-10 "facility" "hatch" NA "tag"
"1394" "1394" 2022-05-10 "facility" "hatch" NA "tag"
"1395" "1395" 2022-05-10 "facility" "hatch" NA "tag"
"1396" "1396" 2022-05-10 "facility" "hatch" NA "tag"
"1397" "1397" 2022-05-10 "facility" "hatch" NA "tag"
"1398" "1398" 2022-05-10 "facility" "hatch" NA "tag"
"1399" "1399" 2022-05-10 "facility" "hatch" NA "tag"
"1400" "1400" 2022-05-10 "facility" "hatch" NA "tag"
"1401" "1401" 2022-05-10 "facility" "hatch" NA "tag"
"1402" "1402" 2022-05-10 "facility" "hatch" NA "tag"
"1403" "1403" 2022-05-10 "facility" "hatch" NA "tag"
"1404" "1404" 2022-05-10 "facility" "hatch" NA "tag"
"1405" "1405" 2022-05-10 "facility" "hatch" NA "tag"
"1406" "1406" 2022-05-10 "facility" "hatch" NA "tag"
"1407" "1407" 2022-05-10 "facility" "hatch" NA "tag"
"1408" "1408" 2022-05-10 "facility" "hatch" NA "tag"
"1409" "1409" 2022-05-10 "facility" "hatch" NA "tag"
"1410" "1410" 2022-05-10 "facility" "hatch" NA "tag"
"1411" "1411" 2022-05-10 "facility" "hatch" NA "tag"
"1412" "1412" 2022-05-10 "facility" "hatch" NA "tag"
"1413" "1413" 2022-05-10 "facility" "hatch" NA "tag"
"1414" "1414" 2022-05-10 "facility" "hatch" NA "tag"
"1415" "1415" 2022-05-10 "facility" "hatch" NA "tag"
"1416" "1416" 2022-05-10 "facility" "hatch" NA "tag"
"1417" "1417" 2022-05-10 "facility" "hatch" NA "tag"
"1418" "1418" 2022-05-10 "facility" "hatch" NA "tag"
"1419" "1419" 2022-05-10 "facility" "hatch" NA "tag"
"1420" "1420" 2022-05-10 "facility" "hatch" NA "tag"
"1421" "1421" 2022-05-10 "facility" "hatch" NA "tag"
"1422" "1422" 2022-05-10 "facility" "hatch" NA "tag"
"1423" "1423" 2022-05-10 "facility" "hatch" NA "tag"
"1424" "1424" 2022-05-10 "facility" "hatch" NA "tag"
"1425" "1425" 2022-05-10 "facility" "hatch" NA "tag"
"1426" "1426" 2022-05-10 "facility" "hatch" NA "tag"
"1427" "1427" 2022-05-10 "facility" "hatch" NA "tag"
"1428" "1428" 2022-05-10 "facility" "hatch" NA "tag"
"1429" "1429" 2022-05-10 "facility" "hatch" NA "tag"
"1430" "1430" 2022-05-10 "facility" "hatch" NA "tag"
"1431" "1431" 2022-05-10 "facility" "hatch" NA "tag"
"1432" "1432" 2022-05-10 "facility" "hatch" NA "tag"
"1433" "1433" 2022-05-10 "facility" "hatch" NA "tag"
"1434" "1434" 2022-05-10 "facility" "hatch" NA "tag"
"1435" "1435" 2022-05-10 "facility" "hatch" NA "tag"
"1436" "1436" 2022-05-10 "facility" "hatch" NA "tag"
"1437" "1437" 2022-05-10 "facility" "hatch" NA "tag"
"1438" "1438" 2022-05-10 "facility" "hatch" NA "tag"
"1439" "1439" 2022-05-10 "facility" "hatch" NA "tag"
"1440" "1440" 2022-05-10 "facility" "hatch" NA "tag"
"1441" "1441" 2022-05-10 "facility" "hatch" NA "tag"
"1442" "1442" 2022-05-10 "facility" "hatch" NA "tag"
"1443" "1443" 2022-05-10 "facility" "hatch" NA "tag"
"1444" "1444" 2022-05-10 "facility" "hatch" NA "tag"
"1445" "1445" 2022-05-10 "facility" "hatch" NA "tag"
"1446" "1446" 2022-05-10 "facility" "hatch" NA "tag"
"1447" "1447" 2022-05-10 "facility" "hatch" NA "tag"
"1448" "1448" 2022-05-10 "facility" "hatch" NA "tag"
"1449" "1449" 2022-05-10 "facility" "hatch" NA "tag"
"1450" "1450" 2022-05-10 "facility" "hatch" NA "tag"
"1451" "1451" 2022-05-10 "facility" "hatch" NA "tag"
"1452" "1452" 2022-05-10 "facility" "hatch" NA "tag"
"1453" "1453" 2022-05-10 "facility" "hatch" NA "tag"
"1454" "1454" 2022-05-10 "facility" "hatch" NA "tag"
"1455" "1455" 2022-05-10 "facility" "hatch" NA "tag"
"1456" "1456" 2022-05-10 "facility" "hatch" NA "tag"
"1457" "1457" 2022-05-10 "facility" "hatch" NA "tag"
"1458" "1458" 2022-05-10 "facility" "hatch" NA "tag"
"1459" "1459" 2022-05-10 "facility" "hatch" NA "tag"
"1460" "1460" 2022-05-10 "facility" "hatch" NA "tag"
"1461" "1461" 2022-05-10 "facility" "hatch" NA "tag"
"1462" "1462" 2022-05-10 "facility" "hatch" NA "tag"
"1463" "1463" 2022-05-10 "facility" "hatch" NA "tag"
"1464" "1464" 2022-05-10 "facility" "hatch" NA "tag"
"1465" "1465" 2022-05-10 "facility" "hatch" NA "tag"
"1466" "1466" 2022-05-10 "facility" "hatch" NA "tag"
"1467" "1467" 2022-05-10 "facility" "hatch" NA "tag"
"1468" "1468" 2022-05-10 "facility" "hatch" NA "tag"
"1469" "1469" 2022-05-10 "facility" "hatch" NA "tag"
"1470" "1470" 2022-05-10 "facility" "hatch" NA "tag"
"1471" "1471" 2022-05-10 "facility" "hatch" NA "tag"
"1472" "1472" 2022-05-10 "facility" "hatch" NA "tag"
"1473" "1473" 2022-05-10 "facility" "hatch" NA "tag"
"1474" "1474" 2022-05-10 "facility" "hatch" NA "tag"
"1475" "1475" 2022-05-10 "facility" "hatch" NA "tag"
"1476" "1476" 2022-05-10 "facility" "hatch" NA "tag"
"1477" "1477" 2022-05-10 "facility" "hatch" NA "tag"
"1478" "1478" 2022-05-10 "facility" "hatch" NA "tag"
"1479" "1479" 2022-05-10 "facility" "hatch" NA "tag"
"1480" "1480" 2022-05-10 "facility" "hatch" NA "tag"
"1481" "1481" 2022-05-10 "facility" "hatch" NA "tag"
"1482" "1482" 2022-05-10 "facility" "hatch" NA "tag"
"1483" "1483" 2022-05-10 "facility" "hatch" NA "tag"
"1484" "1484" 2022-05-10 "facility" "hatch" NA "tag"
"1485" "1485" 2022-05-10 "facility" "hatch" NA "tag"
"1486" "1486" 2022-05-10 "facility" "hatch" NA "tag"
"1487" "1487" 2022-05-10 "facility" "hatch" NA "tag"
"1488" "1488" 2022-05-10 "facility" "hatch" NA "tag"
"1489" "1489" 2022-05-10 "facility" "hatch" NA "tag"
"1490" "1490" 2022-05-10 "facility" "hatch" NA "tag"
"1491" "1491" 2022-05-10 "facility" "hatch" NA "tag"
"1492" "1492" 2022-05-10 "facility" "hatch" NA "tag"
"1493" "1493" 2022-05-10 "facility" "hatch" NA "tag"
"1494" "1494" 2022-05-10 "facility" "hatch" NA "tag"
"1495" "1495" 2022-05-10 "facility" "hatch" NA "tag"
"1496" "1496" 2022-05-10 "facility" "hatch" NA "tag"
"1497" "1497" 2022-05-10 "facility" "hatch" NA "tag"
"1498" "1498" 2022-05-10 "facility" "hatch" NA "tag"
"1499" "1499" 2022-05-10 "facility" "hatch" NA "tag"
"1500" "1500" 2022-05-10 "facility" "hatch" NA "tag"
"1501" "1501" 2022-05-10 "facility" "hatch" NA "tag"
"1502" "1502" 2022-05-10 "facility" "hatch" NA "tag"
"1503" "1503" 2022-05-10 "facility" "hatch" NA "tag"
"1504" "1504" 2022-05-10 "facility" "hatch" NA "tag"
"1505" "1505" 2022-05-10 "facility" "hatch" NA "tag"
"1506" "1506" 2022-05-10 "facility" "hatch" NA "tag"
"1507" "1507" 2022-05-10 "facility" "hatch" NA "tag"
"1508" "1508" 2022-05-10 "facility" "hatch" NA "tag"
"1509" "1509" 2022-05-10 "facility" "hatch" NA "tag"
"1510" "1510" 2022-05-10 "facility" "hatch" NA "tag"
"1511" "1511" 2022-05-10 "facility" "hatch" NA "tag"
"1512" "1512" 2022-05-10 "facility" "hatch" NA "tag"
"1513" "1513" 2022-05-10 "facility" "hatch" NA "tag"
"1514" "1514" 2022-05-10 "facility" "hatch" NA "tag"
"1515" "1515" 2022-05-10 "facility" "hatch" NA "tag"
"1516" "1516" 2022-05-10 "facility" "hatch" NA "tag"
"1517" "1517" 2022-05-10 "facility" "hatch" NA "tag"
"1518" "1518" 2022-05-10 "facility" "hatch" NA "tag"
"1519" "1519" 2022-05-10 "facility" "hatch" NA "tag"
"1520" "1520" 2022-05-10 "facility" "hatch" NA "tag"
"1521" "1521" 2022-05-10 "facility" "hatch" NA "tag"
"1522" "1522" 2022-05-10 "facility" "hatch" NA "tag"
"1523" "1523" 2022-05-10 "facility" "hatch" NA "tag"
"1524" "1524" 2022-05-10 "facility" "hatch" NA "tag"
"1525" "1525" 2022-05-10 "facility" "hatch" NA "tag"
"1526" "1526" 2022-05-10 "facility" "hatch" NA "tag"
"1527" "1527" 2022-05-10 "facility" "hatch" NA "tag"
"1528" "1528" 2022-05-10 "facility" "hatch" NA "tag"
"1529" "1529" 2022-05-10 "facility" "hatch" NA "tag"
"1530" "1530" 2022-05-10 "facility" "hatch" NA "tag"
"1531" "1531" 2022-05-10 "facility" "hatch" NA "tag"
"1532" "1532" 2022-05-10 "facility" "hatch" NA "tag"
"1533" "1533" 2022-05-10 "facility" "hatch" NA "tag"
"1534" "1534" 2022-05-10 "facility" "hatch" NA "tag"
"1535" "1535" 2022-05-10 "facility" "hatch" NA "tag"
"1536" "1536" 2022-05-10 "facility" "hatch" NA "tag"
"1537" "1537" 2022-05-10 "facility" "hatch" NA "tag"
"1538" "1538" 2022-05-10 "facility" "hatch" NA "tag"
"1539" "1539" 2022-05-10 "facility" "hatch" NA "tag"
"1540" "1540" 2022-05-10 "facility" "hatch" NA "tag"
"1541" "1541" 2022-05-10 "facility" "hatch" NA "tag"
"1542" "1542" 2022-05-10 "facility" "hatch" NA "tag"
"1543" "1543" 2022-05-10 "facility" "hatch" NA "tag"
"1544" "1544" 2022-05-10 "facility" "hatch" NA "tag"
"1545" "1545" 2022-05-10 "facility" "hatch" NA "tag"
"1546" "1546" 2022-05-10 "facility" "hatch" NA "tag"
"1547" "1547" 2022-05-10 "facility" "hatch" NA "tag"
"1548" "1548" 2022-05-10 "facility" "hatch" NA "tag"
"1549" "1549" 2022-05-10 "facility" "hatch" NA "tag"
"1550" "1550" 2022-05-10 "facility" "hatch" NA "tag"
"1551" "1551" 2022-05-10 "facility" "hatch" NA "tag"
"1552" "1552" 2022-05-10 "facility" "hatch" NA "tag"
"1553" "1553" 2022-05-10 "facility" "hatch" NA "tag"
"1554" "1554" 2022-05-10 "facility" "hatch" NA "tag"
"1555" "1555" 2022-05-10 "facility" "hatch" NA "tag"
"1556" "1556" 2022-05-10 "facility" "hatch" NA "tag"
"1557" "1557" 2022-05-10 "facility" "hatch" NA "tag"
"1558" "1558" 2022-05-10 "facility" "hatch" NA "tag"
"1559" "1559" 2022-05-10 "facility" "hatch" NA "tag"
"1560" "1560" 2022-05-10 "facility" "hatch" NA "tag"
"1561" "1561" 2022-05-10 "facility" "hatch" NA "tag"
"1562" "1562" 2022-05-10 "facility" "hatch" NA "tag"
"1563" "1563" 2022-05-10 "facility" "hatch" NA "tag"
"1564" "1564" 2022-05-10 "facility" "hatch" NA "tag"
"1565" "1565" 2022-05-10 "facility" "hatch" NA "tag"
"1566" "1566" 2022-05-10 "facility" "hatch" NA "tag"
"1567" "1567" 2022-05-10 "facility" "hatch" NA "tag"
"1568" "1568" 2022-05-10 "facility" "hatch" NA "tag"
"1569" "1569" 2022-05-10 "facility" "hatch" NA "tag"
"1570" "1570" 2022-05-10 "facility" "hatch" NA "tag"
"1571" "1571" 2022-05-10 "facility" "hatch" NA "tag"
"1572" "1572" 2022-05-10 "facility" "hatch" NA "tag"
"1573" "1573" 2022-05-10 "facility" "hatch" NA "tag"
"1574" "1574" 2022-05-10 "facility" "hatch" NA "tag"
"1575" "1575" 2022-05-10 "facility" "hatch" NA "tag"
"1576" "1576" 2022-05-10 "facility" "hatch" NA "tag"
"1577" "1577" 2022-05-10 "facility" "hatch" NA "tag"
"1578" "1578" 2022-05-10 "facility" "hatch" NA "tag"
"1579" "1579" 2022-05-10 "facility" "hatch" NA "tag"
"1580" "1580" 2022-05-10 "facility" "hatch" NA "tag"
"1581" "1581" 2022-05-10 "facility" "hatch" NA "tag"
"1582" "1582" 2022-05-10 "facility" "hatch" NA "tag"
"1583" "1583" 2022-05-10 "facility" "hatch" NA "tag"
"1584" "1584" 2022-05-10 "facility" "hatch" NA "tag"
"1585" "1585" 2022-05-10 "facility" "hatch" NA "tag"
"1586" "1586" 2022-05-10 "facility" "hatch" NA "tag"
"1587" "1587" 2022-05-10 "facility" "hatch" NA "tag"
"1588" "1588" 2022-05-10 "facility" "hatch" NA "tag"
"1589" "1589" 2022-05-10 "facility" "hatch" NA "tag"
"1590" "1590" 2022-05-10 "facility" "hatch" NA "tag"
"1591" "1591" 2022-05-10 "facility" "hatch" NA "tag"
"1592" "1592" 2022-05-10 "facility" "hatch" NA "tag"
"1593" "1593" 2022-05-10 "facility" "hatch" NA "tag"
"1594" "1594" 2022-05-10 "facility" "hatch" NA "tag"
"1595" "1595" 2022-05-10 "facility" "hatch" NA "tag"
"1596" "1596" 2022-05-10 "facility" "hatch" NA "tag"
"1597" "1597" 2022-05-10 "facility" "hatch" NA "tag"
"1598" "1598" 2022-05-10 "facility" "hatch" NA "tag"
"1599" "1599" 2022-05-10 "facility" "hatch" NA "tag"
"1600" "1600" 2022-05-10 "facility" "hatch" NA "tag"
"1601" "1601" 2022-05-10 "facility" "hatch" NA "tag"
"1602" "1602" 2022-05-10 "facility" "hatch" NA "tag"
"1603" "1603" 2022-05-10 "facility" "hatch" NA "tag"
"1604" "1604" 2022-05-10 "facility" "hatch" NA "tag"
"1605" "1605" 2022-05-10 "facility" "hatch" NA "tag"
"1606" "1606" 2022-05-10 "facility" "hatch" NA "tag"
"1607" "1607" 2022-05-10 "facility" "hatch" NA "tag"
"1608" "1608" 2022-05-10 "facility" "hatch" NA "tag"
"1609" "1609" 2022-05-10 "facility" "hatch" NA "tag"
"1610" "1610" 2022-05-10 "facility" "hatch" NA "tag"
"1611" "1611" 2022-05-10 "facility" "hatch" NA "tag"
"1612" "1612" 2022-05-10 "facility" "hatch" NA "tag"
"1613" "1613" 2022-05-10 "facility" "hatch" NA "tag"
"1614" "1614" 2022-05-10 "facility" "hatch" NA "tag"
"1615" "1615" 2022-05-10 "facility" "hatch" NA "tag"
"1616" "1616" 2022-05-10 "facility" "hatch" NA "tag"
"1617" "1617" 2022-05-10 "facility" "hatch" NA "tag"
"1618" "1618" 2022-05-10 "facility" "hatch" NA "tag"
"1619" "1619" 2022-05-10 "facility" "hatch" NA "tag"
"1620" "1620" 2022-05-10 "facility" "hatch" NA "tag"
