date,watershed,river,site,method,local,water_temp_start,fork_length_mm,annoted_species,confirmed_species,tag_id_long
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,85,ck,chinook,989.001038864516
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,85,ck,chinook,989.001038864579
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,90,ck,chinook,989.001038864570
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,95,ck,chinook,989.001038864573
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,95,ck,chinook,989.001038864520
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,95,ck,chinook,989.001038864528
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,98,ck,chinook,989.001038864613
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,100,ck,coho,989.001038864545
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,102,ck,chinook,989.001038864563
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,105,ck,coho,989.001038864614
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,105,ck,chinook,989.001038864542
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,105,ck,chinook,989.001038864515
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,110,ck,coho,989.001038864551
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,110,ck,chinook,989.001038864594
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,111,ck,chinook,989.001038864523
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,112,ck,chinook,989.001038864584
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,75,co,chinook,989.001038864554
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,105,co,coho,989.001038864555
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,105,co,coho,989.001038864587
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,105,co,coho,989.001038864601
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,110,co,coho,989.001038864547
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,110,co,chinook,989.001038864562
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,115,co,coho,989.001038864588
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,120,co,coho,989.001038864530
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,125,co,coho,989.001038864529
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,125,co,coho,989.001038864586
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,125,co,coho,989.001038864574
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,145,co,coho,989.001038864576
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,164,co,coho,989.001038864553
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,68,ck,chinook,989.001038865421
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,68,ck,chinook,989.001038865515
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,86,ck,chinook,989.001038865446
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,97,ck,chinook,989.001038865510
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,102,ck,chinook,989.001038865491
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,106,ck,chinook,989.001038865505
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,116,ck,chinook,989.001038865442
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,142,co,coho,989.001038865456
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,147,co,coho,989.001038865439
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,149,co,coho,989.001038865497
2021-06-16,puntledge,puntledge,little mexico,beach seine,marine,16.4,169,co,coho,989.001038865423
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,68,ck,chinook,989.001038864700
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,69,ck,chinook,989.001038864647
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,69,ck,chinook,989.001038864681
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,69,ck,chinook,989.001038864663
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,70,ck,chinook,989.001038864621
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,71,ck,chinook,989.001038864691
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,71,ck,chinook,989.001038864646
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,72,ck,chinook,989.001038864682
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,72,ck,chinook,989.001038864625
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,73,ck,chinook,989.001038864712
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,74,ck,chinook,989.001038864684
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,75,ck,chinook,989.001038864654
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,75,ck,chinook,989.001038864643
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,76,ck,chinook,989.001038864659
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,76,ck,chinook,989.001038864677
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,77,ck,chinook,989.001038864630
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,77,ck,chinook,989.001038864673
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,78,ck,chinook,989.001038864623
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,80,ck,chinook,989.001038864688
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,80,ck,chinook,989.001038864694
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,82,ck,chinook,989.001038864662
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,82,ck,chinook,989.001038864642
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,84,ck,chinook,989.001038864655
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,86,ck,chinook,989.001038864618
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,87,ck,chinook,989.001038864676
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,94,ck,chinook,989.001038864704
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,97,ck,chinook,989.001038864638
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,99,ck,chinook,989.001038864697
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,100,ck,chinook,989.001038864652
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,102,ck,chinook,989.001038864656
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,105,ck,coho,989.001038864632
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,106,ck,coho,989.001038864702
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,107,ck,chinook,989.001038864667
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,108,ck,chinook,989.001038864669
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,112,ck,chinook,989.001038864674
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,114,ck,chinook,989.001038864660
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,116,ck,coho,989.001038864685
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,120,ck,chinook,989.001038864668
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,122,ck,chinook,989.001038864628
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,122,ck,chinook,989.001038864713
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,123,ck,chinook,989.001038864703
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,124,ck,coho,989.001038864706
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,124,ck,coho,989.001038864653
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,125,ck,coho,989.001038864701
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,126,ck,coho,989.001038864666
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,126,ck,chinook,989.001038864664
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,127,ck,chinook,989.001038864689
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,143,ck,coho,989.001038864699
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,104,co,coho,989.001038864693
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,112,co,coho,989.001038864634
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,115,co,coho,989.001038864635
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,124,co,coho,989.001038864651
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,125,co,coho,989.001038864616
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,129,co,coho,989.001038864670
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,132,co,coho,989.001038864709
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,133,co,coho,989.001038864627
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,136,co,coho,989.001038864648
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,138,co,coho,989.001038864631
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,140,co,coho,989.001038864637
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,141,co,coho,989.001038864711
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,154,co,coho,989.001038864649
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,157,co,coho,989.001038864686
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,64,ck,chinook,989.001038865509
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,64,ck,chinook,989.001038865434
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,67,ck,chinook,989.001038865440
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,69,ck,chinook,989.001038865454
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,70,ck,chinook,989.001038865508
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,73,ck,chinook,989.001038865476
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,73,ck,chinook,989.001038865429
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,74,ck,chinook,989.001038865500
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,75,ck,chinook,989.001038865504
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,75,ck,chinook,989.001038865470
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,76,ck,chinook,989.001038865430
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,76,ck,chinook,989.001038865506
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,76,ck,coho,989.001038865435
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,77,ck,chinook,989.001038865502
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,77,ck,chinook,989.001038865463
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,77,ck,chinook,989.001038865427
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,78,ck,chinook,989.001038865478
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,78,ck,chinook,989.001038865489
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,79,ck,chinook,989.001038865482
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,79,ck,chinook,989.001038865457
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,80,ck,chinook,989.001038865452
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,81,ck,chinook,989.001038865464
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,83,ck,chinook,989.001038865459
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,85,ck,chinook,989.001038865511
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,89,ck,chinook,989.001038865490
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,94,ck,chinook,989.001038865438
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,96,ck,chinook,989.001038865444
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,103,ck,chinook,989.001038865451
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,104,ck,chinook,989.001038865466
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,105,ck,chinook,989.001038865477
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,105,ck,chinook,989.001038865450
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,108,ck,coho,989.001038865488
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,109,ck,chinook,989.001038865484
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,111,ck,chinook,989.001038865425
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,111,ck,chinook,989.001038865467
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,117,ck,chinook,989.001038865501
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,118,ck,chinook,989.001038865516
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,121,ck,coho,989.001038865462
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,125,ck,chinook,989.001038865443
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,114,co,coho,989.001038865420
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,127,co,coho,989.001038865465
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,127,co,coho,989.001038865471
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,136,co,coho,989.001038865431
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,157,co,coho,989.001038865436
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,73,ck,chinook,989.001038865710
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,79,ck,chinook,989.001038865651
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,82,ck,chinook,989.001038865659
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,86,ck,chinook,989.001038865635
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,94,ck,coho,989.001038865689
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,106,ck,chinook,989.001038865697
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,107,ck,chinook,989.001038865680
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,109,ck,chinook,989.001038865619
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,109,ck,chinook,989.001038865658
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,121,ck,coho,989.001038865642
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,126,ck,chinook,989.001038865661
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,127,ck,coho,989.001038865702
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,133,ck,chinook,989.001038865673
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,117,co,coho,989.001038865671
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,124,co,coho,989.001038865655
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,126,co,coho,989.001038865649
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,154,co,coho,989.001038865687
2021-06-23,puntledge,puntledge,little mexico,beach seine,marine,19.2,176,co,coho,989.001038865667
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,67,ck,chinook,989.001038866292
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,67,ck,chinook,989.001038866251
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,68,ck,chinook,989.001038866234
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,68,ck,chinook,989.001038866276
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,68,ck,chinook,989.001038866255
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,69,ck,chinook,989.001038866304
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,71,ck,chinook,989.001038866288
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,71,ck,chinook,989.001038866238
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,71,ck,chinook,989.001038866286
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,71,ck,chinook,989.001038866275
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,72,ck,chinook,989.001038866282
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,72,ck,chinook,989.001038866265
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,73,ck,chinook,989.001038866263
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,73,ck,chinook,989.001038866306
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,74,ck,chinook,989.001038866268
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,75,ck,chinook,989.001038866283
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,76,ck,chinook,989.001038866272
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,76,ck,chinook,989.001038866312
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,76,ck,chinook,989.001038866291
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,76,ck,chinook,989.001038866290
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,80,ck,chinook,989.001038866256
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,82,ck,chinook,989.001038866273
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,82,ck,chinook,989.001038866298
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,83,ck,chinook,989.001038866235
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,84,ck,chinook,989.001038866270
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,85,ck,chinook,989.001038866299
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,85,ck,chinook,989.001038866289
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,87,ck,chinook,989.001038866260
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,90,ck,chinook,989.001038866266
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,93,ck,chinook,989.001038866309
2021-06-24,puntledge,puntledge,little mexico,beach seine,marine,20.4,129,ck,chinook,989.001038866293
2022-05-30,puntledge,puntledge,little mexico,beach seine,marine,11,87,ck,chinook,989.001038886517
2022-05-30,puntledge,puntledge,little mexico,beach seine,marine,11,93,ck,chinook,989.001038886522
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,68,ck,chinook,989.001038886070
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,62,ck,chinook,989.001038886133
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,67,ck,chinook,989.001038886077
2022-06-01,nanaimo,nanaimo,jack point,beach seine,marine,14.1,69,ck,chinook,989.001038886076
2022-06-01,puntledge,puntledge,little mexico,beach seine,marine,12.7,67,ck,chinook,989.001038885476
2022-06-01,puntledge,puntledge,little mexico,beach seine,marine,12.7,72,ck,chinook,989.001038885463
2022-06-01,puntledge,puntledge,little mexico,beach seine,marine,12.7,74,ck,chinook,989.001038886584
2022-06-01,puntledge,puntledge,little mexico,beach seine,marine,12.7,74,ck,chinook,989.001038886607
2022-06-01,puntledge,puntledge,little mexico,beach seine,marine,12.7,74,ck,chinook,989.001038886554
2022-06-06,puntledge,puntledge,little mexico,beach seine,marine,12,132,ck,coho,989.001038884812
2022-06-06,puntledge,puntledge,little mexico,beach seine,marine,12,134,ck,coho,989.001038884753
2022-06-06,puntledge,puntledge,little mexico,beach seine,marine,12,74,ck,chinook,989.001038888737
2022-06-06,puntledge,puntledge,little mexico,beach seine,marine,12,123,ck,coho,989.001038888648
2022-06-06,puntledge,puntledge,little mexico,beach seine,marine,12,132,ck,coho,989.001038888704
2022-06-06,puntledge,puntledge,little mexico,beach seine,marine,12,133,ck,coho,989.001038888691
2022-06-06,puntledge,puntledge,little mexico,beach seine,marine,12,138,ck,coho,989.001038888663
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,66,ck,chinook,989.001038884759
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,67,ck,chinook,989.001038884790
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,67,ck,chinook,989.001038884776
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,67,ck,chinook,989.001038884813
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,68,ck,chinook,989.001038884824
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,69,ck,chinook,989.001038884818
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,71,ck,chinook,989.001038884802
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,71,ck,chinook,989.001038884778
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,73,ck,chinook,989.001038884830
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,73,ck,chinook,989.001038884762
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,73,ck,chinook,989.001038884816
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,74,ck,chinook,989.001038884756
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,75,ck,chinook,989.001038884806
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,76,ck,chinook,989.001038884815
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,76,ck,chinook,989.001038884797
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,76,ck,chinook,989.001038884787
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,76,ck,chinook,989.001038884827
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,77,ck,chinook,989.001038884765
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,77,ck,chinook,989.001038884748
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,78,ck,chinook,989.001038884771
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,79,ck,chinook,989.001038884834
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,79,ck,chinook,989.001038884751
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,80,ck,chinook,989.001038884746
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,84,ck,chinook,989.001038884792
2022-06-08,puntledge,puntledge,little mexico,beach seine,marine,12.1,86,ck,chinook,989.001038884833
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,80,ck,chinook,989.001038886836
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,81,ck,chinook,989.001038886801
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,81,ck,chinook,989.001038886815
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,82,ck,chinook,989.001038886781
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,82,ck,chinook,989.001038886792
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,82,ck,chinook,989.001038886811
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,82,ck,chinook,989.001038886813
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,83,ck,chinook,989.001038886786
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,83,ck,chinook,989.001038886840
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,83,ck,chinook,989.001038886756
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,83,ck,chinook,989.001038886761
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,83,ck,chinook,989.001038886805
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,84,ck,chinook,989.001038886810
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,84,ck,chinook,989.001038886800
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,84,ck,chinook,989.001038886759
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886835
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886764
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886830
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886766
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886814
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886818
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886809
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,85,ck,chinook,989.001038886754
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,86,ck,chinook,989.001038886808
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,86,ck,chinook,989.001038886795
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,86,ck,chinook,989.001038886788
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,86,ck,chinook,989.001038886837
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,87,ck,chinook,989.001038886745
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,87,ck,chinook,989.001038886757
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,87,ck,chinook,989.001038886816
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,87,ck,chinook,989.001038886797
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,87,ck,chinook,989.001038886767
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,87,ck,chinook,989.001038886747
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,88,ck,chinook,989.001038886773
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,88,ck,chinook,989.001038886828
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,88,ck,chinook,989.001038886839
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,89,ck,chinook,989.001038886746
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,89,ck,chinook,989.001038886822
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,89,ck,chinook,989.001038886782
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,90,ck,chinook,989.001038886751
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,91,ck,chinook,989.001038886827
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,91,ck,chinook,989.001038886776
2022-06-13,puntledge,puntledge,little mexico,beach seine,marine,12.7,91,ck,chinook,989.001038886824
