tag_id_long,species,predicted_label,confidence
989.001042048139,co,chinook,0.4461243450641632
989.001038856940,co,chinook,0.41355493664741516
989.001042048661,ck,chinook,0.7178578972816467
989.001038734316,ck,chinook,0.5504490733146667
989.001042810988,co,coho,0.7297048568725586
989.001038891131,ck,chinook,0.8503570556640625
989.001038748442,co,chinook,0.5048975348472595
989.001038888968,ck,chinook,0.870347261428833
989.001038855576,ck,chinook,0.5821004509925842
989.001038738617,ck,chinook,0.5698513388633728
989.001042048364,ck,chinook,0.6765035390853882
989.001042048364,ck,chinook,0.6693486571311951
989.001042810106,rbt,chinook,0.4274774193763733
989.001040916253,co,coho,0.47232651710510254
989.001040916253,co,coho,0.47232651710510254
989.001042048754,ck,chinook,0.7389903664588928
989.001038866582,co,chinook,0.4411015510559082
989.001039722118,ck,chinook,0.5247777700424194
989.001038885655,ck,chinook,0.8536880612373352
989.001044928380,ck,chinook,0.6814464330673218
989.001038888714,co,coho,0.7196239829063416
989.001042005479,co,chinook,0.5197192430496216
989.001038855142,ck,chinook,0.575102686882019
989.001041917544,co,chinook,0.4317546784877777
989.001038737072,ck,chinook,0.5909262895584106
989.001044930282,ck,chinook,0.6795067191123962
989.001038894142,ck,chinook,0.5942702889442444
989.001042042131,ck,chinook,0.7612389922142029
989.001038870410,co,coho,0.4956042766571045
989.001042810403,ck,chinook,0.5943015217781067
989.001040913809,co,coho,0.5054057836532593
989.001040913809,co,coho,0.5054057836532593
989.001038736426,ck,chinook,0.5749095678329468
989.001042046949,ck,chinook,0.6770371198654175
989.001038855030,co,chinook,0.4716244041919708
989.001038893624,ck,chinook,0.6888511776924133
989.001042004905,co,chinook,0.681370198726654
989.001038857518,co,chinook,0.3914686143398285
989.001042048673,ck,chinook,0.7315523624420166
989.001038893108,ck,chinook,0.5623502135276794
989.001038738183,ck,chinook,0.5292089581489563
989.001038868120,co,coho,0.4221140444278717
989.001038864679,ck,chinook,0.4916933476924896
989.001040916720,stl,coho,0.6736027598381042
989.001040916720,stl,coho,0.6736027598381042
989.001041742889,ck,chinook,0.7025658488273621
989.001041918910,co,chinook,0.5095375776290894
989.001038888977,ck,chinook,0.8536880612373352
989.001038867659,co,coho,0.5126442909240723
989.001038871873,co,coho,0.4049893617630005
989.001038734660,ck,chinook,0.5504490733146667
989.001039718947,co,coho,0.44352293014526367
989.001042810813,co,chinook,0.5054768323898315
989.001038737648,ck,chinook,0.5154519081115723
989.001038737648,ck,chinook,0.5654115676879883
989.001042045978,co,chinook,0.5207858681678772
989.001038736363,ck,chinook,0.5379799008369446
989.001038887500,ck,chinook,0.8287038803100586
989.001044927897,ck,chinook,0.6117416024208069
989.001041918940,ck,chinook,0.6815739870071411
989.001038858878,co,chinook,0.39697518944740295
989.001038894063,ck,chinook,0.5863309502601624
989.001041918072,ck,chinook,0.6789247989654541
989.001040924042,co,chinook,0.7175269722938538
989.001040924042,co,chinook,0.7175269722938538
989.001041744410,ck,chinook,0.6093937158584595
989.001038870005,co,coho,0.46830886602401733
989.001042810056,co,coho,0.5853835344314575
989.001038738372,ck,chinook,0.5565597414970398
989.001042515355,stl,coho,0.8893992900848389
989.001038868564,co,coho,0.5126442909240723
989.001038891343,ck,chinook,0.6483191251754761
989.001042043390,ck,chinook,0.6149259209632874
989.001042810198,co,chinook,0.4960539638996124
989.001038733802,co,coho,0.41659435629844666
989.001042004423,rbt,chinook,0.47852078080177307
989.001038735588,ck,chinook,0.47546812891960144
989.001038746045,co,chinook,0.43873682618141174
989.001039721722,ck,chinook,0.6927153468132019
989.001041919139,ck,chinook,0.6689729690551758
989.001040913329,co,chinook,0.45875898003578186
989.001042004551,co,chinook,0.5165533423423767
989.001040913329,co,chinook,0.45875898003578186
989.001039721933,co,coho,0.49575552344322205
989.001044928640,co,chinook,0.4420212209224701
989.001039378997,stl,coho,0.6468780636787415
989.001038856078,ck,chinook,0.5002772808074951
989.001038736201,ck,chinook,0.5481063723564148
989.001044929549,ck,chinook,0.6306121945381165
989.001038855392,co,coho,0.42279818654060364
989.001042810424,ck,chinook,0.4997149407863617
989.001040932693,co,chinook,0.5613054037094116
989.001042812200,co,chinook,0.5578251481056213
989.001040931589,co,chinook,0.7490265369415283
989.001042813508,co,chinook,0.5107850432395935
989.001042516471,ck,chinook,0.692699670791626
989.001038734044,ck,chinook,0.6366894841194153
989.001039379717,stl,coho,0.7364299297332764
989.001038744797,co,coho,0.4702472984790802
989.001039718481,stl,coho,0.5938254594802856
989.001042809523,ck,chinook,0.5987313985824585
989.001041745084,ck,chinook,0.6652225852012634
989.001044930818,ck,chinook,0.5800902843475342
989.001038747653,co,chinook,0.4370863139629364
989.001038737372,ck,chinook,0.5210238695144653
989.001038892701,ck,chinook,0.6263856887817383
989.001038737169,ck,chinook,0.5297179818153381
989.001040913733,co,coho,0.46474364399909973
989.001040913733,co,coho,0.46474364399909973
989.001039720790,co,chinook,0.3941039741039276
989.001042045468,co,chinook,0.5829862356185913
989.001038855891,bt,coho,0.4089498221874237
989.001044924503,ck,chinook,0.6446226239204407
989.001038890894,ck,chinook,0.5796425938606262
989.001038736759,ck,chinook,0.554920494556427
989.001042811463,co,chinook,0.44637587666511536
989.001042041941,ck,chinook,0.6703932285308838
989.001038891653,ck,chinook,0.8626033663749695
989.001038857244,co,chinook,0.3941039741039276
989.001038887920,co,chinook,0.47420361638069153
989.001038892554,ck,chinook,0.6469481587409973
989.001044933600,ck,chinook,0.6633650660514832
989.001042510988,co,chinook,0.582493007183075
989.001042046874,ck,chinook,0.7051486968994141
989.001038892177,ck,chinook,0.8486208915710449
989.001038857915,co,chinook,0.4280279278755188
989.001038737860,ck,coho,0.48933225870132446
989.001038857495,ck,chinook,0.5805402994155884
989.001038745132,co,chinook,0.5687141418457031
989.001038857065,ck,chinook,0.5891469717025757
989.001041917004,co,chinook,0.5641081929206848
989.001040914691,co,coho,0.4346083700656891
989.001040914691,co,coho,0.4346083700656891
989.001042811230,co,chinook,0.45429539680480957
989.001038854561,co,coho,0.46298420429229736
989.001041916922,stl,chinook,0.4317546784877777
989.001038747143,co,chinook,0.42388099431991577
989.001038892245,ck,chinook,0.8659299612045288
989.001038856300,co,chinook,0.395311564207077
989.001042005292,ck,chinook,0.5724779367446899
989.001042812217,co,chinook,0.5066069960594177
989.001039722270,co,coho,0.47820040583610535
989.001038723139,co,chinook,0.6009792685508728
989.001041918216,co,chinook,0.4918542206287384
989.001042811821,co,chinook,0.5192990899085999
989.001038747276,co,chinook,0.4529624283313751
989.001041744357,ck,chinook,0.5737775564193726
989.001042048228,co,coho,0.5948822498321533
989.001038744292,rbt,chinook,0.44205430150032043
989.001038893230,ck,chinook,0.5863309502601624
989.001042811397,co,chinook,0.7777437567710876
989.001038857974,co,chinook,0.4540401101112366
989.001045158305,ck,chinook,0.6702010631561279
989.001042041822,ck,chinook,0.7212267518043518
989.001038746609,ck,chinook,0.7360447645187378
989.001044924942,ck,chinook,0.6764819025993347
989.001038893584,ck,chinook,0.6764150261878967
989.001038854959,co,coho,0.43795323371887207
989.001042511972,ck,chinook,0.6969096064567566
989.001039720300,co,coho,0.4278079867362976
989.001039721587,co,chinook,0.44774460792541504
989.001038858013,ck,chinook,0.6245566606521606
989.001038885490,co,coho,0.6322820782661438
989.001042512073,ck,chinook,0.7407715320587158
989.001041745476,ck,chinook,0.6326252222061157
989.001038893914,ck,chinook,0.5917611718177795
989.001038885944,co,chinook,0.5955658555030823
989.001038748483,co,chinook,0.49204549193382263
989.001044930924,ck,chinook,0.6391067504882812
989.001044932904,ck,chinook,0.6735227704048157
989.001006677097,co,coho,0.46409401297569275
989.001042040794,ck,chinook,0.6311100721359253
989.001038887356,co,chinook,0.5600748658180237
989.001042811603,rbt,chinook,0.5600724220275879
989.001038887863,co,chinook,0.5743514895439148
989.001038746106,co,chinook,0.43408045172691345
989.001042810093,co,chinook,0.4306986331939697
989.001038735435,ck,chinook,0.5240066051483154
989.001039719791,co,coho,0.40852147340774536
989.001038746849,co,chinook,0.5160964727401733
989.001042048449,ck,chinook,0.6577364802360535
989.001038738303,ck,chinook,0.5585904717445374
989.001038868097,co,chinook,0.4511166512966156
989.001038747934,co,chinook,0.49173641204833984
989.001038889186,co,coho,0.6914858818054199
989.001038889186,co,coho,0.7080848813056946
989.001038858391,co,coho,0.41092538833618164
989.001041918117,co,chinook,0.45510053634643555
989.001042005709,co,chinook,0.5675802826881409
989.001038735217,ck,chinook,0.6051827669143677
989.001042005197,ck,chinook,0.7179319858551025
989.001042045088,co,chinook,0.5454434156417847
989.001038743865,co,chinook,0.5373822450637817
989.001038856649,stl,coho,0.7757272124290466
989.001042040856,ck,chinook,0.6145097613334656
989.001038887480,ck,chinook,0.8521568179130554
989.001044927778,ck,chinook,0.6359671950340271
989.001038733732,ck,chinook,0.5927261710166931
989.001038746709,co,chinook,0.4839561879634857
989.001042045404,co,chinook,0.5763962268829346
989.001038889416,ck,chinook,0.6358311176300049
989.001038736106,ck,chinook,0.5195178389549255
989.001039719425,co,coho,0.4645397663116455
989.001042005731,co,chinook,0.4996982216835022
989.001042046701,ck,chinook,0.7441455721855164
989.001038747040,co,chinook,0.47776731848716736
989.001042042642,ck,chinook,0.7000646591186523
989.001038868268,ck,chinook,0.8671587109565735
989.001038746389,co,chinook,0.5023412704467773
989.001041919527,co,chinook,0.5669026970863342
989.001038737635,ck,chinook,0.5720816254615784
989.001040932727,ct,chinook,0.6276599168777466
989.001038854935,co,chinook,0.4031922221183777
989.001042042894,ck,chinook,0.7003969550132751
989.001042512011,ck,chinook,0.7074905633926392
989.001038870927,co,coho,0.4230302572250366
989.001038890907,ck,chinook,0.5493332147598267
989.001042808784,co,chinook,0.4916134774684906
989.001038735761,ck,chinook,0.5439391136169434
989.001038745509,co,chinook,0.4703567624092102
989.001038859296,ck,chinook,0.6183593273162842
989.001042004845,co,chinook,0.6168407797813416
989.001038855490,ck,chinook,0.6247724294662476
989.001044926728,ck,chinook,0.6329683065414429
989.001039717985,ck,chinook,0.5239995718002319
989.001038868076,co,chinook,0.4390011131763458
989.001038744610,co,chinook,0.4226524531841278
989.001038737637,ck,chinook,0.5786214470863342
989.001044926918,ck,chinook,0.6764819025993347
989.001039720178,ck,chinook,0.49775975942611694
989.001042812768,co,chinook,0.5160607099533081
989.001044927266,co,chinook,0.5666058659553528
989.001039719263,co,chinook,0.39065319299697876
989.001038733658,stl,coho,0.6412495970726013
989.001038870034,co,coho,0.4733426570892334
989.001041917905,stl,coho,0.5524484515190125
989.001041918122,ck,chinook,0.7348612546920776
989.001038855159,ck,chinook,0.6030516028404236
989.001038854655,co,chinook,0.4716244041919708
989.001038736050,ck,chinook,0.5318354964256287
989.001039720202,ck,chinook,0.5535369515419006
989.001039719326,co,coho,0.4133458137512207
989.001038858461,co,chinook,0.3937051594257355
989.001042043119,ck,chinook,0.7247943878173828
989.001038745153,co,chinook,0.5742968320846558
989.001042004677,ck,chinook,0.823732316493988
989.001038891301,ck,chinook,0.5717988014221191
989.001038893160,ck,chinook,0.5007346868515015
989.001042812637,co,chinook,0.4061061441898346
989.001038855005,co,chinook,0.4716244041919708
989.001038888386,co,chinook,0.5476098656654358
989.001042047177,ck,chinook,0.7070298790931702
989.001038856674,ck,chinook,0.551230788230896
989.001041918871,ck,chinook,0.7444868087768555
989.001038870113,co,coho,0.4018355906009674
989.001038859283,ck,chinook,0.5927261710166931
989.001040934015,co,chinook,0.5097191333770752
989.001042046793,ck,chinook,0.7043521404266357
989.001040916985,co,chinook,0.4452609121799469
989.001038857678,co,chinook,0.45064955949783325
989.001006677072,co,chinook,0.4625023305416107
989.001038859234,ck,chinook,0.5927261710166931
989.001042810536,ck,chinook,0.48286744952201843
989.001042808841,co,chinook,0.48167771100997925
989.001038858241,ck,chinook,0.592495322227478
989.001041745863,ck,chinook,0.7030037641525269
989.001038855650,co,coho,0.4138014614582062
989.001038892341,ck,chinook,0.6398758292198181
989.001041918408,ck,chinook,0.6086593866348267
989.001038747196,co,chinook,0.48989567160606384
989.001042005536,co,chinook,0.4820900559425354
989.001041918398,co,chinook,0.4964793920516968
989.001038737780,ck,chinook,0.5297179818153381
989.001042042204,ck,chinook,0.7110464572906494
989.001042004310,ck,chinook,0.7084075808525085
989.001042045993,co,chinook,0.4645497500896454
989.001038855097,co,chinook,0.44919490814208984
989.001042045061,co,chinook,0.584639310836792
989.001038892961,ck,chinook,0.5331239104270935
989.001038867113,co,chinook,0.5390698909759521
989.001038856039,co,coho,0.4639796316623688
989.001038738075,ck,chinook,0.5814221501350403
989.001038747066,co,chinook,0.53892582654953
989.001038869068,rbt,chinook,0.6784939765930176
989.001039718715,ck,chinook,0.5443809628486633
989.001042044089,co,chinook,0.43694207072257996
989.001038856463,stl,coho,0.5755537748336792
989.001038886459,co,chinook,0.5239888429641724
989.001042808744,co,chinook,0.5024890303611755
989.001044928983,ck,chinook,0.7054288983345032
989.001039718952,co,coho,0.44352293014526367
989.001042042569,ck,chinook,0.7094759941101074
989.001039718672,ck,chinook,0.5861227512359619
989.001038866450,co,coho,0.44603297114372253
989.001038893762,ck,chinook,0.6026813387870789
989.001044927583,co,chinook,0.45060428977012634
989.001038893079,ck,chinook,0.6174047589302063
989.001038744063,co,chinook,0.4850834310054779
989.001041919609,ck,chinook,0.7431413531303406
989.001042810850,co,chinook,0.5214064121246338
989.001044933355,ck,chinook,0.6188204884529114
989.001038865487,ck,coho,0.7261075973510742
989.001042043647,ck,chinook,0.6417346596717834
989.001038867606,co,chinook,0.5100219249725342
989.001042047141,ck,chinook,0.7070298790931702
989.001038738279,ck,chinook,0.5513689517974854
989.001038745892,co,chinook,0.40103453397750854
989.001038891456,ck,chinook,0.6397631764411926
989.001042005535,co,chinook,0.5245089530944824
989.001040913371,co,coho,0.41454631090164185
989.001040913371,co,coho,0.41454631090164185
989.001039721836,co,coho,0.4635128378868103
989.001041918153,ck,chinook,0.7505810856819153
989.001042048619,ck,chinook,0.7285273671150208
989.001038744527,co,chinook,0.5373822450637817
989.001042042055,ck,chinook,0.7467911839485168
989.001042516503,ck,chinook,0.6707824468612671
989.001041917246,co,chinook,0.4996982216835022
989.001038735847,ck,chinook,0.5747420191764832
989.001040931157,co,chinook,0.7053523659706116
989.001042004846,ct,chinook,0.5894997715950012
989.001038734213,co,coho,0.4528641998767853
989.001038855672,co,coho,0.39464181661605835
989.001042044055,co,chinook,0.4583241641521454
989.001042041999,ck,chinook,0.7264149785041809
989.001042811104,co,chinook,0.4088667631149292
989.001039718885,co,chinook,0.3956998586654663
989.001038744886,co,chinook,0.5480434894561768
989.001044929313,ck,chinook,0.6315381526947021
989.001038745822,co,coho,0.4184012711048126
989.001045154947,ck,chinook,0.7239863276481628
989.001041744490,ck,chinook,0.7111208438873291
989.001040913683,co,coho,0.5666877031326294
989.001040913683,co,coho,0.5666877031326294
989.001038736533,ck,chinook,0.5816568732261658
989.001039721617,ck,chinook,0.5693649649620056
989.001042810594,co,chinook,0.46589985489845276
989.001042515209,co,chinook,0.4914429187774658
989.001039720721,co,coho,0.43892982602119446
989.001042043682,ck,chinook,0.5816969871520996
989.001042809832,co,chinook,0.47868242859840393
989.001041919200,ck,chinook,0.6420508027076721
989.001038744971,co,chinook,0.5707524418830872
989.001038894284,ck,chinook,0.5888077616691589
989.001038857061,co,coho,0.39966562390327454
989.001042515413,co,chinook,0.5405959486961365
989.001038747670,co,chinook,0.47210535407066345
989.001042048073,co,chinook,0.5552525520324707
989.001042005268,co,coho,0.6566527485847473
989.001042005032,co,chinook,0.5140825510025024
989.001044924153,co,chinook,0.4420212209224701
989.001038869119,co,chinook,0.4893115758895874
989.001039719110,co,coho,0.39554494619369507
989.001038890399,ck,chinook,0.5723394155502319
989.001038855542,co,coho,0.40921661257743835
989.001042512118,co,chinook,0.514622688293457
989.001042043144,ck,chinook,0.6908225417137146
989.001039379721,stl,coho,0.6799331307411194
989.001039720328,stl,coho,0.5668188333511353
989.001041918422,ck,chinook,0.6678555011749268
989.001042516060,co,chinook,0.5017222762107849
989.001042040925,ck,chinook,0.6660177111625671
989.001034167510,co,chinook,0.5846393704414368
989.001038747760,co,chinook,0.4652891159057617
989.001042005648,co,chinook,0.4820900559425354
989.001040933196,co,coho,0.5005670785903931
989.001038737969,ck,chinook,0.5498553514480591
989.001038734748,ck,chinook,0.5747420191764832
989.001042810154,rbt,coho,0.4727727472782135
989.001045154428,ck,chinook,0.6632915139198303
989.001045157309,ck,chinook,0.6446742415428162
989.001038855544,ck,chinook,0.5821004509925842
989.001044930781,ck,chinook,0.5742183327674866
989.001042811116,co,chinook,0.4685596227645874
989.001038867786,stl,coho,0.7272618412971497
989.001042809670,rbt,chinook,0.4889093041419983
989.001039722177,co,coho,0.4154133200645447
989.001044925768,ck,chinook,0.5355206727981567
989.001038870482,co,coho,0.4049893617630005
989.001038870900,co,coho,0.5448575019836426
989.001038736033,ck,chinook,0.5249318480491638
989.001041916855,co,chinook,0.5283768177032471
989.001042046536,ck,chinook,0.6268061995506287
989.001038864454,co,coho,0.8099178075790405
989.001038867075,rbt,chinook,0.523097574710846
989.001038857076,stl,coho,0.602764904499054
989.001042005458,ct,coho,0.6370999217033386
989.001044931024,ck,chinook,0.6481279730796814
989.001038858763,stl,coho,0.5297423601150513
989.001042810721,co,chinook,0.5496696829795837
989.001044931378,ck,chinook,0.6987232565879822
989.001040932709,co,chinook,0.5613054037094116
989.001041918647,ck,chinook,0.7346197962760925
989.001038734696,ck,chinook,0.5057389736175537
989.001038891012,ck,chinook,0.5792247653007507
989.001042809168,co,chinook,0.44799989461898804
989.001038892585,ck,chinook,0.6893789172172546
989.001006677074,co,chinook,0.43137961626052856
989.001042046422,ck,chinook,0.6741694808006287
989.001038735505,ck,chinook,0.5921635627746582
989.001038855061,bt,chinook,0.44919490814208984
989.001038868055,co,chinook,0.43322551250457764
989.001042043037,ck,chinook,0.6657841205596924
989.001042810537,co,coho,0.7104421854019165
989.001038748464,co,chinook,0.42070862650871277
989.001038857793,co,coho,0.4154133200645447
989.001038856095,stl,coho,0.69963139295578
989.001040932735,co,chinook,0.6106904745101929
989.001038746759,co,chinook,0.5912007093429565
989.001039719836,co,chinook,0.4283747673034668
989.001006677007,co,chinook,0.5694093108177185
989.001038887838,ck,chinook,0.7553123235702515
989.001038867755,stl,coho,0.6429612040519714
989.001038890354,ck,chinook,0.5647101402282715
989.001042516129,stl,coho,0.5558170080184937
989.001038867147,ck,chinook,0.6675443649291992
989.001038891753,ck,chinook,0.5793688297271729
989.001044927967,ck,chinook,0.606674313545227
989.001038889530,ck,chinook,0.7799751162528992
989.001041917927,co,chinook,0.6248354315757751
989.001038859072,co,coho,0.41972991824150085
989.001038737403,ck,chinook,0.47963747382164
989.001045156808,ck,chinook,0.6860183477401733
989.001042043916,rbt,chinook,0.5747774839401245
989.001038858870,co,coho,0.519690990447998
989.001038748412,co,chinook,0.4558306038379669
989.001038888023,co,chinook,0.5531643033027649
989.001038884869,rbt,chinook,0.5027596354484558
989.001039719412,co,coho,0.3944209814071655
989.001044928045,ck,chinook,0.653253436088562
989.001038886544,co,coho,0.514930009841919
989.001040930791,ck,chinook,0.5146200060844421
989.001042044623,co,chinook,0.48661568760871887
989.001044925793,co,chinook,0.4865367114543915
989.001042809267,co,chinook,0.6060269474983215
989.001039718571,ck,chinook,0.4974052906036377
989.001038869302,stl,coho,0.684722900390625
989.001039718157,ck,chinook,0.5805402994155884
989.001038869976,co,chinook,0.4073035418987274
989.001040914235,stl,coho,0.6535213589668274
989.001040914235,stl,coho,0.6535213589668274
989.001038855865,bt,coho,0.46363672614097595
989.001040934211,ct,chinook,0.5268327593803406
989.001038748707,ck,chinook,0.7676337361335754
989.001038737248,ck,chinook,0.5909262895584106
989.001038889173,co,coho,0.5824303030967712
989.001038887874,co,chinook,0.5743514895439148
989.001038745718,ct,coho,0.8898762464523315
989.001038858232,co,chinook,0.395311564207077
989.001044927975,co,chinook,0.46818456053733826
989.001038856455,co,chinook,0.41355493664741516
989.001040931639,co,chinook,0.6976969838142395
989.001038889417,ck,chinook,0.6358311176300049
989.001039718563,stl,coho,0.7042464017868042
989.001042811744,co,chinook,0.5307532548904419
989.001041744402,ck,coho,0.8272671699523926
989.001006677015,co,chinook,0.5842892527580261
989.001038746103,co,chinook,0.5183955430984497
989.001042047355,ck,chinook,0.7371759414672852
989.001038734436,ck,chinook,0.614643931388855
989.001038737806,ck,chinook,0.5455527901649475
989.001038733978,ck,chinook,0.6242892146110535
989.001039720525,ck,chinook,0.5401726961135864
989.001038854319,co,chinook,0.39213600754737854
989.001042004269,ck,chinook,0.6931229829788208
989.001042004240,ck,chinook,0.711327075958252
989.001038734607,ck,chinook,0.5615870952606201
989.001044930432,co,chinook,0.5111672282218933
989.001038737509,ck,chinook,0.6092908978462219
989.001042043246,ck,chinook,0.6601457595825195
989.001042044612,co,chinook,0.4577304422855377
989.001042044532,co,chinook,0.5161088109016418
989.001038889708,ck,chinook,0.819930911064148
989.001038868137,co,chinook,0.5186686515808105
989.001041917893,ck,chinook,0.6607754826545715
989.001038746935,co,chinook,0.40103453397750854
989.001042041786,ck,chinook,0.6897886991500854
989.001038734036,ck,chinook,0.5041919350624084
989.001044926188,ck,chinook,0.6054477095603943
989.001038890428,ck,chinook,0.48309531807899475
989.001045159343,co,chinook,0.6876973509788513
989.001038857158,ck,chinook,0.5290398597717285
989.001038866434,co,coho,0.4400329291820526
989.001042045198,co,chinook,0.5272680521011353
989.001042813169,rbt,coho,0.6459032893180847
989.001042041126,ck,chinook,0.6972625851631165
989.001038859170,co,chinook,0.43408045172691345
989.001038867708,co,coho,0.48626622557640076
989.001038869912,co,coho,0.44247111678123474
989.001038856686,co,chinook,0.44036364555358887
989.001038870017,co,coho,0.4278079867362976
989.001042046383,ck,chinook,0.7084847688674927
989.001038888590,ck,chinook,0.85013347864151
989.001040917767,co,coho,0.4170156717300415
989.001040917767,co,coho,0.4170156717300415
989.001042048568,ck,chinook,0.7285273671150208
989.001038859078,ck,chinook,0.592495322227478
989.001039719472,co,coho,0.40852147340774536
989.001038867030,co,chinook,0.5017222762107849
989.001038855120,ck,chinook,0.575102686882019
989.001042046735,ck,chinook,0.7345850467681885
989.001042041373,ck,chinook,0.701032280921936
989.001041916856,stl,coho,0.5137903094291687
989.001038866305,co,chinook,0.5227752327919006
989.001044929807,ck,chinook,0.5893343687057495
989.001038858279,stl,coho,0.6255497336387634
989.001039379464,stl,coho,0.7578226327896118
989.001042047335,ck,chinook,0.6886801719665527
989.001042048932,ck,chinook,0.7124974727630615
989.001042005274,co,coho,0.776111900806427
989.001038889411,ck,chinook,0.64295893907547
989.001040930110,co,chinook,0.5120136141777039
989.001044933533,ck,chinook,0.6329683065414429
989.001038735354,ck,chinook,0.6179894208908081
989.001045159405,rbt,chinook,0.7312334179878235
989.001040933975,co,chinook,0.4577483832836151
989.001039719397,co,coho,0.4133458137512207
989.001038857353,co,chinook,0.4226524531841278
989.001038868214,co,chinook,0.4624660015106201
989.001038884801,co,coho,0.7100058197975159
989.001038737221,ck,chinook,0.5153358578681946
989.001039719261,co,coho,0.4781266748905182
989.001038893378,ck,chinook,0.5098100304603577
989.001042813082,co,chinook,0.606174647808075
989.001039721183,ck,chinook,0.5515772700309753
989.001045157961,ck,chinook,0.6440982818603516
989.001038891999,ck,chinook,0.5331239104270935
989.001038886613,co,coho,0.5498100519180298
989.001040930052,ct,coho,0.48270946741104126
989.001039378455,stl,coho,0.6759753227233887
989.001038869963,co,coho,0.432647705078125
989.001044926865,ck,chinook,0.6481279730796814
989.001044925844,ck,chinook,0.6082873344421387
989.001038738702,ck,chinook,0.5430969595909119
989.001042046812,ck,chinook,0.7394405007362366
989.001038745599,co,chinook,0.4168294370174408
989.001042810196,co,chinook,0.44239047169685364
989.001038733795,co,coho,0.41659435629844666
989.001045158233,co,chinook,0.4350060224533081
989.001039717597,co,coho,0.46422526240348816
989.001038858754,ck,chinook,0.5725667476654053
989.001038746409,co,chinook,0.4850583076477051
989.001044929548,ck,chinook,0.689544677734375
989.001040916679,stl,coho,0.5986464619636536
989.001040916679,stl,coho,0.5986464619636536
989.001042813191,co,chinook,0.5094011425971985
989.001039718645,ck,chinook,0.5588998198509216
989.001039379714,stl,coho,0.6386290192604065
989.001038889572,ck,chinook,0.6574521660804749
989.001038856750,ck,chinook,0.6056864261627197
989.001038893386,co,coho,0.6273512840270996
989.001042045618,co,chinook,0.502543568611145
989.001041918701,co,chinook,0.560173511505127
989.001038887862,co,chinook,0.6306636333465576
989.001041918321,ck,chinook,0.7172179818153381
989.001042810804,co,chinook,0.44635653495788574
989.001041917525,co,chinook,0.5192788243293762
989.001038893034,ck,chinook,0.5251724123954773
989.001040916732,stl,coho,0.6702101230621338
989.001040916732,stl,coho,0.6702101230621338
989.001042046841,ck,chinook,0.6656325459480286
989.001040916666,stl,coho,0.652208685874939
989.001040916666,stl,coho,0.652208685874939
989.001038857562,co,chinook,0.5454667806625366
989.001042046415,ck,chinook,0.7390717267990112
989.001039719358,co,coho,0.4278079867362976
989.001038858979,co,chinook,0.4122209846973419
989.001042049172,co,coho,0.6652565598487854
989.001042045135,co,chinook,0.5009793043136597
989.001038738292,ck,chinook,0.5720816254615784
989.001044928023,ck,chinook,0.6490384340286255
989.001038858599,ck,chinook,0.6084380745887756
989.001042812211,co,chinook,0.5269867777824402
989.001040932750,co,chinook,0.4603390693664551
989.001038891713,ck,chinook,0.8592015504837036
989.001038858447,co,chinook,0.41355493664741516
989.001038854746,ck,chinook,0.6183593273162842
989.001042041312,ck,chinook,0.722456693649292
989.001042812722,co,chinook,0.5160607099533081
989.001042004802,co,chinook,0.5585743188858032
989.001042041720,ck,chinook,0.7100523710250854
989.001038887435,co,chinook,0.4949188828468323
989.001038735530,ck,chinook,0.579093337059021
989.001038748795,ct,coho,0.5475804805755615
989.001039378603,co,chinook,0.48925650119781494
989.001038891868,ck,chinook,0.8503571152687073
989.001042809300,co,chinook,0.510800838470459
989.001041918454,ck,chinook,0.6445245146751404
989.001038885210,ck,chinook,0.6773599982261658
989.001042809635,rbt,chinook,0.4852936863899231
989.001038738102,ck,chinook,0.5481011271476746
989.001038734052,ck,chinook,0.5109612345695496
989.001042047808,co,chinook,0.5726986527442932
989.001038855197,ck,chinook,0.5821004509925842
989.001042812656,co,chinook,0.42642098665237427
989.001044926649,co,chinook,0.4767813980579376
989.001041918549,ck,chinook,0.7222582697868347
989.001038744185,ck,chinook,0.7677817344665527
989.001038856037,co,coho,0.41358086466789246
989.001038854362,ck,chinook,0.6134939193725586
989.001038884533,ck,chinook,0.8312524557113647
989.001042042143,ck,chinook,0.7467911839485168
989.001042046987,ck,chinook,0.722456693649292
989.001045158381,ck,chinook,0.5229896903038025
989.001042044087,ck,chinook,0.6794677972793579
989.001042809594,co,chinook,0.47472596168518066
989.001041918290,ck,chinook,0.6963884830474854
989.001042042649,ck,chinook,0.6902955174446106
989.001044927894,ck,chinook,0.6633650660514832
989.001038738492,ck,chinook,0.5680844187736511
989.001039721215,ck,chinook,0.5725667476654053
989.001042048584,ck,chinook,0.6904813051223755
989.001041918427,ck,chinook,0.7158635258674622
989.001039378513,stl,coho,0.7191466689109802
989.001038854856,ck,chinook,0.5507469177246094
989.001038736584,ck,chinook,0.5481063723564148
989.001042004596,co,chinook,0.6292368173599243
989.001038891138,ck,chinook,0.8355741500854492
989.001038735153,ck,chinook,0.5210238099098206
989.001038748618,ck,chinook,0.79488205909729
989.001038747974,co,chinook,0.43460291624069214
989.001042516070,co,chinook,0.6219491958618164
989.001042044695,ck,chinook,0.621941089630127
989.001041918482,ck,chinook,0.6461021900177002
989.001042046932,ck,chinook,0.7208667397499084
989.001038870076,co,chinook,0.4463554620742798
989.001038886934,rbt,chinook,0.5081090331077576
