date,watershed,river,site,method,water_temp_start,fork_length_mm,weight_g,species
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,107,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,107,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,107,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,107,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,107,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,107,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,108,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,108,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,108,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,108,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,108,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,108,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,109,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,109,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,109,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,109,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,110,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,110,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,111,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,112,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,113,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,113,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,113,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,114,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,114,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,114,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,114,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,114,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,115,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,115,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,117,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,118,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,124,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,126,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,126,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,132,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,137,,co
2021-05-11,black creek,black creek,sturgess bridge rd,,15.4,165,,co
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,78,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,78,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,78,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,78,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,79,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,79,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,79,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,81,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,83,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,84,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,84,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,84,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,87,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,88,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,89,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,93,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,96,,ck
2021-06-17,cowichan,cowichan,cow bay,beach seine,14,204,,stl
2021-06-22,puntledge,puntledge,little mexico,beach seine,19.3,111,,ck
2021-06-22,puntledge,puntledge,little mexico,beach seine,19.3,116,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,66,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,67,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,67,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,67,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,68,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,69,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,69,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,69,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,70,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,71,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,71,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,72,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,72,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,72,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,73,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,73,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,74,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,74,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,74,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,74,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,78,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,78,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,82,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,82,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,82,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,82,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,83,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,83,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,83,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,84,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,86,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,86,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,87,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,93,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,94,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,94,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,97,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,99,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,100,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,102,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,105,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,106,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,106,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,107,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,108,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,112,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,114,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,116,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,116,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,120,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,122,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,122,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,122,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,123,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,123,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,124,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,124,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,125,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,125,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,126,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,126,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,127,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,143,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,152,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,104,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,112,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,114,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,115,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,124,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,125,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,129,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,132,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,133,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,136,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,138,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,140,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,141,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,146,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,154,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,157,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,64,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,64,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,67,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,68,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,68,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,68,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,69,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,70,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,73,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,73,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,73,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,74,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,74,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,77,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,78,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,78,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,78,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,79,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,79,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,81,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,83,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,85,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,88,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,89,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,89,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,94,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,96,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,100,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,103,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,104,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,105,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,105,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,108,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,109,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,110,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,111,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,111,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,112,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,114,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,117,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,118,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,121,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,124,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,125,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,205,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,114,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,127,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,127,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,127,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,135,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,135,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,136,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,157,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,65,,rbt
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,60,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,69,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,72,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,73,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,75,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,76,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,78,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,79,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,79,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,80,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,81,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,81,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,82,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,86,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,88,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,94,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,98,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,106,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,107,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,109,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,109,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,121,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,126,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,127,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,128,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,133,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,112,,cm
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,117,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,124,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,126,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,154,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,176,,co
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,54,,ck
2021-06-23,puntledge,puntledge,little mexico,beach seine,19.2,61,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,67,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,67,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,68,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,68,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,68,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,69,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,71,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,71,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,71,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,71,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,71,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,72,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,72,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,73,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,73,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,74,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,75,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,76,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,76,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,76,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,76,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,80,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,82,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,82,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,83,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,84,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,84,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,85,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,85,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,87,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,90,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,93,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,129,,ck
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,97,,co
2021-06-24,puntledge,puntledge,little mexico,beach seine,20.4,105,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,94,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,94,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,95,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,95,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,95,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,95,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,95,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,96,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,97,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,97,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,97,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,97,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,98,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,99,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,99,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,100,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,100,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,100,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,100,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,100,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,100,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,102,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,102,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,102,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,103,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,103,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,103,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,103,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,103,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,103,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,104,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,104,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,104,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,104,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,105,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,105,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,105,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,105,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,105,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,106,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,106,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,106,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,107,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,107,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,107,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,107,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,107,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,107,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,108,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,109,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,109,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,109,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,110,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,110,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,110,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,110,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,112,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,112,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,112,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,113,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,114,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,114,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,115,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,115,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,116,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,117,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,120,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,123,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,124,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,126,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,198,,ct
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,159,,rbt
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,162,,rbt
2022-05-18,puntledge,puntledge,above tsolum,beach seine,7.5,181,,rbt
2022-05-18,puntledge,puntledge,above tsolum,beach seine,8.9,93,,co
2022-05-18,puntledge,puntledge,above tsolum,beach seine,8.9,100,,co
2022-05-20,puntledge,puntledge,little mexico,beach seine,10.3,132,,co
2022-05-20,puntledge,puntledge,little mexico,beach seine,10.3,135,,co
2022-05-20,puntledge,puntledge,little mexico,beach seine,10.3,135,,co
